Complaint ID,Product,Sub-product,Issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,Company_grouped_filtered,Difference in days,Delay_Class
1277407,Credit reporting,Unknown,Credit reporting company's investigation,NJ,07728,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1277773,Credit reporting,Unknown,Incorrect information on credit report,PA,15210,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278003,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MD,20721,2015-03-11,2015-03-18,Stellar Recovery Inc.,Closed with explanation,Yes,No,Stellar Recovery Inc.,7,1
1277865,Debt collection,Medical,False statements or representation,TX,77632,2015-03-11,2015-03-11,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1277844,Debt collection,Medical,Communication tactics,VA,22193,2015-03-11,2015-03-18,Phoenix Financial Services LLC,Closed with explanation,Yes,No,Low Count Companies,7,1
1277831,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",GA,30265,2015-03-11,2015-03-11,Seterus,Closed with explanation,Yes,No,Seterus,0,0
1277812,Debt collection,Medical,Disclosure verification of debt,TX,75116,2015-03-11,2015-03-11,"ProCollect, Inc",Closed with explanation,Yes,No,Low Count Companies,0,0
1277840,Credit reporting,Unknown,Incorrect information on credit report,WA,98201,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278002,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",NY,11771,2015-03-11,2015-03-18,"Bayview Loan Servicing, LLC",In progress,Yes,Pending,"Bayview Loan Servicing, LLC",7,1
1277922,Bank account or service,Other bank product/service,"Account opening, closing, or management",MA,02343,2015-03-11,2015-03-11,Santander Bank US,In progress,Yes,Pending,Santander Bank US,0,0
1277897,Debt collection,"Other (phone, health club, etc.)",Communication tactics,ME,04631,2015-03-11,2015-03-12,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,1,0
1277892,Debt collection,Mortgage,Communication tactics,OH,43123,2015-03-11,2015-03-11,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,0,0
1277887,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,34743,2015-03-11,2015-03-17,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,No,Low Count Companies,6,1
1278616,Consumer loan,Vehicle loan,Managing the loan or lease,FL,33172,2015-03-11,2015-03-11,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1277983,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NJ,08043,2015-03-11,2015-03-11,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,Yes,No,"Dynamic Recovery Solutions, LLC",0,0
1277981,Credit reporting,Unknown,Incorrect information on credit report,CA,91508,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1278121,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",VA,23608,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278133,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,CA,94124,2015-03-11,2015-03-11,"I.C. System, Inc.",Closed with explanation,Yes,No,"I.C. System, Inc.",0,0
1278109,Credit reporting,Unknown,Unable to get credit report/credit score,IL,60543,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1278041,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",CA,90803,2015-03-11,2015-03-11,U.S. Bancorp,Closed with explanation,Yes,No,U.S. Bancorp,0,0
1278046,Credit reporting,Unknown,Incorrect information on credit report,MS,39571,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278122,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",VA,23608,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278298,Credit reporting,Unknown,Incorrect information on credit report,GA,30554,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1278143,Credit reporting,Unknown,Incorrect information on credit report,OH,44203,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278175,Credit reporting,Unknown,Credit monitoring or identity protection,CA,92176,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1278315,Credit reporting,Unknown,Incorrect information on credit report,CA,91207,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1278375,Credit reporting,Unknown,Credit reporting company's investigation,CA,95138,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1278577,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",NY,11040,2015-03-11,2015-03-18,Flagstar Bank,In progress,Yes,Pending,Flagstar Bank,7,1
1278497,Consumer loan,Installment loan,Managing the loan or lease,IL,60406,2015-03-11,2015-03-11,"CashCall, Inc.",Closed with explanation,Yes,No,"CashCall, Inc.",0,0
1278654,Credit reporting,Unknown,Credit reporting company's investigation,CA,93422,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1278496,Bank account or service,Checking account,Problems caused by my funds being low,DC,20024,2015-03-11,2015-03-11,Wells Fargo,Closed with monetary relief,Yes,No,Wells Fargo,0,0
1278482,Consumer loan,Vehicle loan,Managing the loan or lease,CO,80903,2015-03-11,2015-03-11,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1278539,Debt collection,Medical,Cont'd attempts collect debt not owed,AZ,85086,2015-03-11,2015-03-11,"RevMD Partners, LLC.",Closed with explanation,Yes,No,Low Count Companies,0,0
1278525,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,OR,97220,2015-03-11,2015-03-11,"EOS Holdings, Inc.",Closed with explanation,Yes,No,"EOS Holdings, Inc.",0,0
1278644,Debt collection,"Other (phone, health club, etc.)",False statements or representation,TX,77345,2015-03-11,2015-03-11,"Aldous & Associates, PLLC",In progress,Yes,Pending,Low Count Companies,0,0
1278617,Bank account or service,Checking account,Deposits and withdrawals,PA,15068,2015-03-11,2015-03-11,The Huntington National Bank,In progress,Yes,Pending,The Huntington National Bank,0,0
1278712,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",FL,34689,2015-03-11,2015-03-11,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,"Select Portfolio Servicing, Inc",0,0
1278685,Credit reporting,Unknown,Incorrect information on credit report,VA,23838,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1278786,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",NM,87102,2015-03-11,2015-03-11,Flagstar Bank,In progress,Yes,Pending,Flagstar Bank,0,0
1278720,Credit card,Unknown,Closing/Cancelling account,CA,90254,2015-03-11,2015-03-11,Capital One,Closed with explanation,Yes,No,Capital One,0,0
1278839,Credit reporting,Unknown,Credit monitoring or identity protection,CA,91416,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1278830,Credit reporting,Unknown,Credit reporting company's investigation,FL,33908,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1279300,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",FL,32408,2015-03-11,2015-03-12,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,"Select Portfolio Servicing, Inc",1,0
1279289,Credit card,Unknown,Closing/Cancelling account,CA,95060,2015-03-11,2015-03-17,Discover,Closed with explanation,Yes,No,Discover,6,1
1279324,Debt collection,Credit card,Communication tactics,AZ,85037,2015-03-11,2015-03-12,"Expert Global Solutions, Inc.",Closed with explanation,Yes,No,Low Count Companies,1,0
1279302,Credit reporting,Unknown,Unable to get credit report/credit score,PA,19149,2015-03-11,2015-03-12,Equifax,Closed with explanation,Yes,No,Equifax,1,0
1279315,Credit reporting,Unknown,Credit reporting company's investigation,IL,60467,2015-03-11,2015-03-12,Equifax,In progress,Yes,Pending,Equifax,1,0
1279330,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,GA,30126,2015-03-11,2015-03-12,"Rent Recover, LLC",Closed with explanation,Yes,Yes,Low Count Companies,1,0
1279342,Credit reporting,Unknown,Incorrect information on credit report,NY,11224,2015-03-11,2015-03-12,Equifax,Closed with explanation,Yes,No,Equifax,1,0
1278511,Credit card,Unknown,Bankruptcy,IL,61701,2015-03-11,2015-03-11,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,0,0
1278509,Credit reporting,Unknown,Credit monitoring or identity protection,CA,95822,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,Yes,Experian,0,0
1278536,Debt collection,Medical,Cont'd attempts collect debt not owed,FL,32118,2015-03-11,2015-03-11,"Capital Accounts, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1278554,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",NY,11435,2015-03-11,2015-03-18,"Bayview Loan Servicing, LLC",In progress,Yes,Pending,"Bayview Loan Servicing, LLC",7,1
1278341,Credit reporting,Unknown,Incorrect information on credit report,FL,33947,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1278365,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,WA,99101,2015-03-11,2015-03-11,AllianceOne Recievables Management,Closed with explanation,Yes,No,Low Count Companies,0,0
1278373,Debt collection,Credit card,Cont'd attempts collect debt not owed,OR,97402,2015-03-11,2015-03-11,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,Yes,Low Count Companies,0,0
1278316,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NC,28314,2015-03-11,2015-03-11,Rent Recovery Solutions,Closed with explanation,Yes,No,Low Count Companies,0,0
1278318,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",AZ,85365,2015-03-11,2015-03-11,U.S. Bancorp,Closed with explanation,Yes,No,U.S. Bancorp,0,0
1278340,Credit reporting,Unknown,Incorrect information on credit report,FL,33947,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1278407,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",VI,20171,2015-03-11,2015-03-11,Amerisave,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1279344,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,IA,50266,2015-03-11,2015-03-12,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",1,0
1279329,Credit card,Unknown,APR or interest rate,CA,94597,2015-03-11,2015-03-12,JPMorgan Chase,Closed with explanation,Yes,Yes,JPMorgan Chase,1,0
1278473,Payday loan,Unknown,Payment to acct not credited,MT,59833,2015-03-11,2015-03-18,Niagara Portfolio Solutions LLC,Closed with explanation,Yes,No,Low Count Companies,7,1
1279338,Debt collection,Credit card,Taking/threatening an illegal action,FL,32839,2015-03-11,2015-03-12,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,1,0
1279343,Debt collection,Payday loan,Communication tactics,WI,54452,2015-03-11,2015-03-12,"Enova International, Inc.",Closed with explanation,Yes,No,"Enova International, Inc.",1,0
1279314,Credit reporting,Unknown,Unable to get credit report/credit score,MI,48326,2015-03-11,2015-03-12,Equifax,Closed with explanation,Yes,No,Equifax,1,0
1279304,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,GA,30319,2015-03-11,2015-03-12,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,Yes,"Enhanced Recovery Company, LLC",1,0
1279311,Credit reporting,Unknown,Unable to get credit report/credit score,AK,99926,2015-03-11,2015-03-12,Experian,Closed with explanation,Yes,No,Experian,1,0
1278226,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",LA,70739,2015-03-11,2015-03-12,U.S. Bancorp,Closed with explanation,Yes,No,U.S. Bancorp,1,0
1278125,Mortgage,Conventional fixed mortgage,Settlement process and costs,VA,22911,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278178,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",NC,28655,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278213,Credit reporting,Unknown,Incorrect information on credit report,FL,33947,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1278167,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",TX,79936,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278176,Credit reporting,Unknown,Incorrect information on credit report,PA,19468,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278142,Credit reporting,Unknown,Incorrect information on credit report,OH,44203,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1278659,Debt collection,Credit card,Taking/threatening an illegal action,NJ,07305,2015-03-11,2015-03-11,"Fein, Such, Kahn & Shepard, P.C.",Closed with explanation,Yes,No,Low Count Companies,0,0
1278477,Credit reporting,Unknown,Incorrect information on credit report,CA,90731,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278799,Credit card,Unknown,Delinquent account,FL,33314,2015-03-11,2015-03-11,Army and Air Force Exchange Service,Closed with explanation,Yes,No,Low Count Companies,0,0
1279275,Bank account or service,Checking account,Deposits and withdrawals,TX,75052,2015-03-11,2015-03-16,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,5,1
1279273,Credit reporting,Unknown,Incorrect information on credit report,NY,10473,2015-03-11,2015-03-12,Equifax,Closed with explanation,Yes,No,Equifax,1,0
1279272,Credit reporting,Unknown,Incorrect information on credit report,NY,10473,2015-03-11,2015-03-12,Experian,Closed with explanation,Yes,No,Experian,1,0
1279270,Credit card,Unknown,Identity theft / Fraud / Embezzlement,FL,33126,2015-03-11,2015-03-11,Citibank,Closed with monetary relief,Yes,No,Citibank,0,0
1279296,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",SC,29706,2015-03-11,2015-03-13,Ocwen,Closed with explanation,Yes,No,Ocwen,2,0
1279198,Credit reporting,Unknown,Incorrect information on credit report,PA,15221,2015-03-11,2015-03-12,Equifax,Closed with explanation,Yes,Yes,Equifax,1,0
1279199,Credit reporting,Unknown,Incorrect information on credit report,PA,15221,2015-03-11,2015-03-12,Equifax,Closed with non-monetary relief,Yes,No,Equifax,1,0
1279346,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,TX,78744,2015-03-11,2015-03-12,Medical Business Bureau,Closed with explanation,Yes,No,Low Count Companies,1,0
1279147,Credit reporting,Unknown,Credit reporting company's investigation,OH,43081,2015-03-11,2015-03-12,Experian,In progress,Yes,Pending,Experian,1,0
1277508,Credit reporting,Unknown,Incorrect information on credit report,TX,75206,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1279026,Debt collection,Credit card,Taking/threatening an illegal action,TX,79360,2015-03-11,2015-03-17,DeGrasse & Rolnick,Closed with explanation,Yes,No,Low Count Companies,6,1
1276930,Debt collection,Medical,Cont'd attempts collect debt not owed,FL,33765,2015-03-11,2015-03-17,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,No,Low Count Companies,6,1
1278823,Debt collection,Medical,Cont'd attempts collect debt not owed,CT,06704,2015-03-11,2015-03-11,DataMax Corporation,Closed with explanation,Yes,No,Low Count Companies,0,0
1278753,Debt collection,Payday loan,False statements or representation,OH,45212,2015-03-11,2015-03-17,"CashCall, Inc.",Closed with explanation,Yes,No,"CashCall, Inc.",6,1
1278750,Credit reporting,Unknown,Unable to get credit report/credit score,NV,89101,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278772,Debt collection,Credit card,Improper contact or sharing of info,VA,22003,2015-03-11,2015-03-11,"Convergent Resources, Inc.",Closed with explanation,Yes,No,"Convergent Resources, Inc.",0,0
1278744,Bank account or service,Checking account,"Account opening, closing, or management",CA,90061,2015-03-11,2015-03-19,HSBC,Closed with explanation,Yes,Yes,HSBC,8,2
1278785,Debt collection,Mortgage,False statements or representation,NV,89121,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1278843,Credit reporting,Unknown,Incorrect information on credit report,TX,75240,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1278103,Credit reporting,Unknown,Unable to get credit report/credit score,MD,20744,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1278722,Credit reporting,Unknown,Unable to get credit report/credit score,CA,90254,2015-03-11,2015-03-11,"Early Warning Services, LLC",Closed with explanation,Yes,Yes,Low Count Companies,0,0
1278682,Credit reporting,Unknown,Incorrect information on credit report,GA,30038,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1278844,Credit reporting,Unknown,Incorrect information on credit report,TX,75240,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1277768,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",PA,19120,2015-03-11,2015-03-11,Santander Bank US,In progress,Yes,Pending,Santander Bank US,0,0
1277564,Credit reporting,Unknown,Incorrect information on credit report,CA,92019,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1277018,Credit reporting,Unknown,Incorrect information on credit report,FL,34465,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1276983,Credit reporting,Unknown,Incorrect information on credit report,FL,34786,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1276974,Credit reporting,Unknown,Credit reporting company's investigation,NJ,07728,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1276972,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",CA,94505,2015-03-11,2015-03-17,OneWest Bank,Closed with explanation,Yes,No,Low Count Companies,6,1
1280925,Credit reporting,Unknown,Incorrect information on credit report,IN,46239,2015-03-11,2015-03-12,Equifax,In progress,Yes,Pending,Equifax,1,0
1278623,Consumer loan,Pawn loan,Can't contact lender,MI,49091,2015-03-11,2015-03-13,Springleaf Finance Corporation,In progress,Yes,Pending,Low Count Companies,2,0
1276967,Credit reporting,Unknown,Unable to get credit report/credit score,LA,70461,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1281103,Credit reporting,Unknown,Credit reporting company's investigation,NJ,08753,2015-03-11,2015-03-12,Equifax,In progress,Yes,Pending,Equifax,1,0
1277008,Bank account or service,Checking account,Deposits and withdrawals,FL,33175,2015-03-11,2015-03-11,BB&T Financial,Closed with explanation,Yes,No,BB&T Financial,0,0
1278119,Debt collection,Medical,Cont'd attempts collect debt not owed,PA,18708,2015-03-11,2015-03-11,"Parson Bishop Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1278592,Bank account or service,Checking account,Using a debit or ATM card,CO,80920,2015-03-11,2015-03-17,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,6,1
1277001,Credit reporting,Unknown,Credit reporting company's investigation,VA,23223,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1277532,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,WA,99338,2015-03-11,2015-03-11,"The CMI Group, Inc.",Closed with non-monetary relief,Yes,No,Low Count Companies,0,0
1277028,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",CA,92056,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1277524,Debt collection,Credit card,False statements or representation,VA,23220,2015-03-11,2015-03-17,"Io, Inc.",In progress,Yes,Pending,Low Count Companies,6,1
1277873,Credit card,Unknown,Credit card protection / Debt protection,KS,67209,2015-03-11,2015-03-11,"Continental Finance Company, LLC",In progress,Yes,Pending,Low Count Companies,0,0
1277516,Bank account or service,Savings account,"Account opening, closing, or management",NJ,07461,2015-03-11,2015-03-17,Hudson City Savings Bank,In progress,Yes,Pending,Low Count Companies,6,1
1277094,Credit reporting,Unknown,Incorrect information on credit report,PA,19082,2015-03-11,2015-03-11,Equifax,In progress,Yes,Pending,Equifax,0,0
1277080,Bank account or service,Checking account,Problems caused by my funds being low,CO,80111,2015-03-11,2015-03-11,U.S. Bancorp,Closed with explanation,Yes,Yes,U.S. Bancorp,0,0
1277190,Credit reporting,Unknown,Incorrect information on credit report,CA,95032,2015-03-11,2015-03-11,Equifax,Closed with non-monetary relief,Yes,No,Equifax,0,0
1277167,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,CA,92887,2015-03-11,2015-03-11,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1277265,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",MN,55124,2015-03-11,2015-03-11,21st Mortgage Corporation,Closed with explanation,Yes,No,Low Count Companies,0,0
1277486,Student loan,Non-federal student loan,Dealing with my lender or servicer,MD,21230,2015-03-11,2015-03-11,Citibank,Closed with explanation,Yes,No,Citibank,0,0
1277429,Debt collection,Credit card,Taking/threatening an illegal action,MI,48822,2015-03-11,2015-03-12,"Convergent Resources, Inc.",Closed with explanation,Yes,No,"Convergent Resources, Inc.",1,0
1277306,Credit reporting,Unknown,Incorrect information on credit report,OH,43227,2015-03-11,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,5,1
1277231,Credit card,Unknown,APR or interest rate,MA,01351,2015-03-11,2015-03-11,U.S. Bancorp,Closed with explanation,Yes,No,U.S. Bancorp,0,0
1277221,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NY,10463,2015-03-11,2015-03-11,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",0,0
1277220,Debt collection,Non-federal student loan,False statements or representation,CA,90005,2015-03-11,2015-03-11,"Duvera Billing Services, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1277413,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",MI,48529,2015-03-11,2015-03-11,Nationstar Mortgage,In progress,Yes,Pending,Nationstar Mortgage,0,0
1277408,Credit reporting,Unknown,Credit reporting company's investigation,NJ,07728,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1277401,Debt collection,"Other (phone, health club, etc.)",Communication tactics,VA,23325,2015-03-11,2015-03-11,Caine & Weiner Co. Inc.,Closed with explanation,Yes,No,Low Count Companies,0,0
1277313,Credit reporting,Unknown,Unable to get credit report/credit score,NY,10011,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1277379,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NM,88220,2015-03-11,2015-03-11,"Pinnacle Credit Services, LLC",Closed with explanation,Yes,No,"Pinnacle Credit Services, LLC",0,0
1277371,Credit reporting,Unknown,Incorrect information on credit report,TX,79936,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1277485,Consumer loan,Installment loan,Managing the loan or lease,OH,43416,2015-03-11,2015-03-17,"CashCall, Inc.",Closed with explanation,Yes,No,"CashCall, Inc.",6,1
1277459,Credit reporting,Unknown,Credit monitoring or identity protection,VA,20115,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1277441,Credit reporting,Unknown,Incorrect information on credit report,NY,11412,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1277432,Debt collection,Medical,Disclosure verification of debt,GA,30655,2015-03-11,2015-03-11,"Stallings Financial Group, Inc.",Closed,Yes,Yes,Low Count Companies,0,0
1277461,Credit reporting,Unknown,Incorrect information on credit report,TX,77034,2015-03-11,2015-03-11,TransUnion,In progress,Yes,Pending,TransUnion,0,0
1277464,Credit reporting,Unknown,Credit monitoring or identity protection,UT,84003,2015-03-11,2015-03-11,Experian,In progress,Yes,Pending,Experian,0,0
1277462,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,TX,77034,2015-03-11,2015-03-11,"ProCollect, Inc",Closed with explanation,Yes,No,Low Count Companies,0,0
1277749,Credit reporting,Unknown,Incorrect information on credit report,CA,90241,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1277752,Debt collection,"Other (phone, health club, etc.)",Communication tactics,MO,64134,2015-03-11,2015-03-11,"RMS-Recovery Management Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1278040,Credit reporting,Unknown,Improper use of my credit report,CO,80231,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1277748,Credit reporting,Unknown,Incorrect information on credit report,CA,90241,2015-03-11,2015-03-11,Experian,Closed with non-monetary relief,Yes,No,Experian,0,0
1277575,Credit reporting,Unknown,Incorrect information on credit report,NY,14094,2015-03-11,2015-03-11,Equifax,Closed with non-monetary relief,Yes,No,Equifax,0,0
1277596,Credit reporting,Unknown,Incorrect information on credit report,UT,84067,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1277735,Payday loan,Unknown,Charged fees or interest I didn't expect,KY,42701,2015-03-11,2015-03-11,Red Rock Tribal Lending,Closed with explanation,Yes,No,Low Count Companies,0,0
1277703,Debt collection,Mortgage,Cont'd attempts collect debt not owed,NY,12721,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1277700,Consumer loan,Vehicle loan,Managing the loan or lease,PA,18510,2015-03-11,2015-03-11,GM Financial,Closed with explanation,Yes,No,Low Count Companies,0,0
1277597,Credit reporting,Unknown,Incorrect information on credit report,UT,84067,2015-03-11,2015-03-11,Experian,Closed with explanation,Yes,No,Experian,0,0
1277598,Credit reporting,Unknown,Incorrect information on credit report,UT,84067,2015-03-11,2015-03-11,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1277608,Credit reporting,Unknown,Unable to get credit report/credit score,TX,76117,2015-03-11,2015-03-11,Equifax,Closed with non-monetary relief,Yes,No,Equifax,0,0
1277607,Student loan,Non-federal student loan,Dealing with my lender or servicer,MN,55423,2015-03-11,2015-03-11,ACS Education Services,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1277641,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",CT,06076,2015-03-11,2015-03-11,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1277637,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,32359,2015-03-11,2015-03-11,"Vital Solutions, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1277734,Student loan,Non-federal student loan,Dealing with my lender or servicer,CO,80403,2015-03-11,2015-03-17,"RMS-Recovery Management Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,6,1
1277750,Credit reporting,Unknown,Incorrect information on credit report,CA,90241,2015-03-11,2015-03-11,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1278643,Credit reporting,Unknown,Unable to get credit report/credit score,TX,77407,2015-03-11,2015-03-11,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1276408,Credit reporting,Unknown,Credit reporting company's investigation,NC,27513,2015-03-10,2015-03-10,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1276636,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NY,10128,2015-03-10,2015-03-10,HSBC,Closed with explanation,Yes,No,HSBC,0,0
