Complaint ID,Product,Sub-product,Issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,Company_grouped_filtered,Difference in days,Delay_Class
1291006,Debt collection,Credit card,Communication tactics,TX,76119,2015-03-19,2015-03-19,"Premium Asset Services, LLC",In progress,Yes,Pending,Low Count Companies,0,0
1290580,Debt collection,Medical,Cont'd attempts collect debt not owed,TX,77479,2015-03-19,2015-03-19,Accounts Receivable Consultants Inc.,Closed with explanation,Yes,No,Low Count Companies,0,0
1290564,Mortgage,FHA mortgage,"Application, originator, mortgage broker",MA,02127,2015-03-19,2015-03-19,RBS Citizens,Closed with explanation,Yes,Yes,RBS Citizens,0,0
1291615,Credit card,Unknown,Other,CA,92592,2015-03-19,2015-03-19,Navy FCU,In progress,Yes,Pending,Navy FCU,0,0
1292165,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,OH,43068,2015-03-19,2015-03-19,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1291176,Debt collection,Payday loan,Communication tactics,OH,43068,2015-03-19,2015-03-19,ACE Cash Express Inc.,In progress,Yes,Pending,ACE Cash Express Inc.,0,0
1288848,Consumer loan,Installment loan,Managing the loan or lease,OH,44241,2015-03-18,2015-03-18,"CashCall, Inc.",Closed with explanation,Yes,Yes,"CashCall, Inc.",0,0
1288788,Debt collection,Payday loan,Communication tactics,CA,95124,2015-03-18,2015-03-18,ACE Cash Express Inc.,Closed with explanation,Yes,No,ACE Cash Express Inc.,0,0
1288324,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NJ,07067,2015-03-18,2015-03-18,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,No,Low Count Companies,0,0
1288304,Debt collection,Payday loan,Taking/threatening an illegal action,TX,77433,2015-03-18,2015-03-18,Cottonwood Financial Ltd.,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1289772,Debt collection,"Other (phone, health club, etc.)",False statements or representation,ND,58237,2015-03-18,2015-03-18,Niagara Portfolio Solutions LLC,Closed with explanation,Yes,No,Low Count Companies,0,0
1288903,Bank account or service,Other bank product/service,Deposits and withdrawals,RI,02893,2015-03-18,2015-03-18,Santander Bank US,In progress,Yes,Pending,Santander Bank US,0,0
1289633,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CO,80301,2015-03-18,2015-03-18,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,Yes,No,Low Count Companies,0,0
1289273,Payday loan,Unknown,Can't contact lender,TX,78205,2015-03-18,2015-03-18,ACE Cash Express Inc.,In progress,Yes,Pending,ACE Cash Express Inc.,0,0
1289900,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,UT,84405,2015-03-18,2015-03-18,Account Liquidation Services Inc.,Closed with non-monetary relief,Yes,Yes,Low Count Companies,0,0
1290486,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,AL,36756,2015-03-18,2015-03-19,"Expert Global Solutions, Inc.",In progress,Yes,Pending,Low Count Companies,1,0
1289049,Debt collection,"Other (phone, health club, etc.)",False statements or representation,PA,19140,2015-03-18,2015-03-18,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1288962,Debt collection,Medical,Cont'd attempts collect debt not owed,TX,77099,2015-03-18,2015-03-18,"Amsher Collection Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1289394,Debt collection,"Other (phone, health club, etc.)",Communication tactics,CA,92069,2015-03-18,2015-03-18,"Recovery One, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1288148,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,NY,10470,2015-03-18,2015-03-18,"CMRE Financial Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1288098,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",NC,28110,2015-03-18,2015-03-18,Flagstar Bank,In progress,Yes,Pending,Flagstar Bank,0,0
1288375,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,GA,30058,2015-03-18,2015-03-18,Rent Recovery Solutions,Closed with explanation,Yes,No,Low Count Companies,0,0
1289844,Debt collection,Credit card,Improper contact or sharing of info,IL,60411,2015-03-18,2015-03-18,"Municipal Collections Services, Inc.",Closed with explanation,Yes,Yes,Low Count Companies,0,0
1290474,Debt collection,Payday loan,Communication tactics,CA,92592,2015-03-18,2015-03-19,ACE Cash Express Inc.,Closed with explanation,Yes,No,ACE Cash Express Inc.,1,0
1286761,Consumer loan,Vehicle loan,Problems when you are unable to pay,WI,53183,2015-03-17,2015-03-17,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1286755,Bank account or service,Checking account,"Account opening, closing, or management",IL,60628,2015-03-17,2015-03-18,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,1,0
1286639,Credit reporting,Unknown,Incorrect information on credit report,MI,48091,2015-03-17,2015-03-17,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1286559,Debt collection,Credit card,Cont'd attempts collect debt not owed,FL,33990,2015-03-17,2015-03-17,"Expert Global Solutions, Inc.",In progress,Yes,Pending,Low Count Companies,0,0
1286777,Bank account or service,Checking account,"Account opening, closing, or management",FL,32713,2015-03-17,2015-03-18,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,1,0
1287586,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",CA,95032,2015-03-17,2015-03-17,"Bayview Loan Servicing, LLC",In progress,Yes,Pending,"Bayview Loan Servicing, LLC",0,0
1287135,Debt collection,Medical,Cont'd attempts collect debt not owed,CT,06611,2015-03-17,2015-03-17,"CCS Financial Services, Inc.",Closed with explanation,Yes,Yes,"CCS Financial Services, Inc.",0,0
1287567,Debt collection,Medical,False statements or representation,OR,97233,2015-03-17,2015-03-17,"CMRE Financial Services, Inc.",In progress,Yes,Pending,Low Count Companies,0,0
1287501,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,GA,30518,2015-03-17,2015-03-17,"Aldous & Associates, PLLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1288242,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",CA,91205,2015-03-17,2015-03-18,"Bayview Loan Servicing, LLC",In progress,Yes,Pending,"Bayview Loan Servicing, LLC",1,0
1288281,Debt collection,"Other (phone, health club, etc.)",False statements or representation,VA,22180,2015-03-17,2015-03-18,"Debt Recovery Solutions, LLC",Closed with explanation,Yes,No,Low Count Companies,1,0
1289846,Credit reporting,Unknown,Incorrect information on credit report,WA,98502,2015-03-17,2015-03-18,TransUnion,Closed with explanation,Yes,No,TransUnion,1,0
1289847,Credit reporting,Unknown,Incorrect information on credit report,WA,98502,2015-03-17,2015-03-18,TransUnion,Closed with explanation,Yes,No,TransUnion,1,0
1289788,Consumer loan,Vehicle loan,Problems when you are unable to pay,PA,19149,2015-03-17,2015-03-18,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,1,0
1288284,Debt collection,Credit card,Taking/threatening an illegal action,TN,38305,2015-03-17,2015-03-18,"Fenton & McGarvey Law Firm, P.S.C.",Closed with explanation,Yes,No,Low Count Companies,1,0
1286791,Money transfers,Domestic (US) money transfer,Other transaction issues,AL,35115,2015-03-17,2015-03-17,MoneyGram,In progress,Yes,Pending,MoneyGram,0,0
1287677,Credit reporting,Unknown,Credit reporting company's investigation,MI,48334,2015-03-17,2015-03-17,"Early Warning Services, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1288263,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",WI,53579,2015-03-17,2015-03-18,BMO Harris,Closed with explanation,Yes,No,Low Count Companies,1,0
1287783,Credit card,Unknown,Delinquent account,PA,19406,2015-03-17,2015-03-17,Amex,Closed with explanation,Yes,Yes,Amex,0,0
1287765,Consumer loan,Vehicle loan,Problems when you are unable to pay,IL,61554,2015-03-17,2015-03-17,Navy FCU,In progress,Yes,Pending,Navy FCU,0,0
1288273,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MD,21704,2015-03-17,2015-03-18,"Credit Protection Association, L.P.",Closed with explanation,Yes,No,Low Count Companies,1,0
1286793,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,33063,2015-03-17,2015-03-17,Stellar Recovery Inc.,Closed with explanation,Yes,No,Stellar Recovery Inc.,0,0
1288199,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,IA,51526,2015-03-17,2015-03-17,Synergetic Communication Inc,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1287753,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,94610,2015-03-17,2015-03-17,Niagara Portfolio Solutions LLC,Closed,Yes,No,Low Count Companies,0,0
1285893,Credit card,Unknown,Other,MI,48088,2015-03-17,2015-03-17,Amex,Closed with explanation,Yes,No,Amex,0,0
1285956,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,FL,33462,2015-03-17,2015-03-17,Citibank,Closed with explanation,Yes,No,Citibank,0,0
1286966,Credit card,Unknown,Late fee,GA,30075,2015-03-17,2015-03-17,Wells Fargo,Closed with monetary relief,Yes,No,Wells Fargo,0,0
1287395,Consumer loan,Vehicle loan,Taking out the loan or lease,KY,42223,2015-03-17,2015-03-17,Navy FCU,In progress,Yes,Pending,Navy FCU,0,0
1287443,Credit reporting,Unknown,Incorrect information on credit report,MI,48473,2015-03-17,2015-03-17,TransUnion,Closed with non-monetary relief,Yes,No,TransUnion,0,0
1286928,Consumer loan,Vehicle loan,Taking out the loan or lease,NY,11415,2015-03-17,2015-03-17,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1287315,Debt collection,Medical,Cont'd attempts collect debt not owed,FL,34473,2015-03-17,2015-03-17,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1287293,Consumer loan,Vehicle loan,Problems when you are unable to pay,WI,53105,2015-03-17,2015-03-17,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1287285,Bank account or service,Checking account,"Account opening, closing, or management",CA,90801,2015-03-17,2015-03-18,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,1,0
1287601,Debt collection,Credit card,Communication tactics,LA,70774,2015-03-17,2015-03-17,"Receivable Recovery Services, LLC",In progress,Yes,Pending,Low Count Companies,0,0
1286199,Debt collection,Credit card,Improper contact or sharing of info,NC,27205,2015-03-17,2015-03-17,"ONLINE Information Services, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1286421,Debt collection,Medical,Cont'd attempts collect debt not owed,IL,61032,2015-03-17,2015-03-17,Armor Systems Corporation,Closed,Yes,Yes,Low Count Companies,0,0
1286515,Credit reporting,Unknown,Incorrect information on credit report,CO,80540,2015-03-17,2015-03-17,First Advantage Corporation,Closed with explanation,Yes,No,Low Count Companies,0,0
1286004,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,OK,73072,2015-03-17,2015-03-17,"Franklin Collection Service, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1286368,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,MA,02038,2015-03-17,2015-03-17,"Associated Credit Services, Inc.",In progress,Yes,Pending,Low Count Companies,0,0
1286384,Debt collection,Medical,Cont'd attempts collect debt not owed,IL,62704,2015-03-17,2015-03-17,MiraMed Revenue Group LLC,Closed,Yes,No,Low Count Companies,0,0
1286200,Debt collection,Medical,Improper contact or sharing of info,TN,37074,2015-03-17,2015-03-17,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1286314,Mortgage,FHA mortgage,Credit decision / Underwriting,NE,68135,2015-03-17,2015-03-17,LoanDepot,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1286211,Consumer loan,Personal line of credit,Managing the line of credit,IA,50317,2015-03-17,2015-03-18,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,1,0
1286231,Payday loan,Unknown,Can't stop charges to bank account,KS,66606,2015-03-17,2015-03-17,Speedy Cash Holdings,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1286224,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MO,63040,2015-03-17,2015-03-17,Springleaf Finance Corporation,In progress,Yes,Pending,Low Count Companies,0,0
1285422,Payday loan,Unknown,Charged fees or interest I didn't expect,TX,76205,2015-03-16,2015-03-16,ACE Cash Express Inc.,In progress,Yes,Pending,ACE Cash Express Inc.,0,0
1284912,Payday loan,Unknown,Can't contact lender,OR,97070,2015-03-16,2015-03-16,"CashCall, Inc.",Closed with explanation,Yes,No,"CashCall, Inc.",0,0
1284746,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",NH,03753,2015-03-16,2015-03-18,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,2,0
1284068,Credit reporting,Unknown,Improper use of my credit report,OH,44121,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1287644,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CO,80516,2015-03-16,2015-03-17,Bank of America,In progress,Yes,Pending,Bank of America,1,0
1288174,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MD,21085,2015-03-16,2015-03-17,"Premium Asset Services, LLC",In progress,Yes,Pending,Low Count Companies,1,0
1286165,Debt collection,Medical,Communication tactics,WA,98311,2015-03-16,2015-03-17,"P.S.C., Inc",Closed with explanation,Yes,No,Low Count Companies,1,0
1286144,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,91355,2015-03-16,2015-03-17,"Acquired Assets, Ltd.",Closed with explanation,Yes,No,Low Count Companies,1,0
1286143,Credit reporting,Unknown,Incorrect information on credit report,CA,90280,2015-03-16,2015-03-17,TransUnion,Closed with explanation,Yes,No,TransUnion,1,0
1286134,Debt collection,Credit card,Communication tactics,IN,46307,2015-03-16,2015-03-17,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,1,0
1284406,Bank account or service,Checking account,Using a debit or ATM card,CA,92844,2015-03-16,2015-03-16,Navy FCU,In progress,Yes,Pending,Navy FCU,0,0
1284387,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NC,28365,2015-03-16,2015-03-16,"Diversified Adjustment Service, Inc.",Closed with explanation,Yes,No,Low Count Companies,0,0
1283979,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",OH,43204,2015-03-16,2015-03-16,Bank of America,In progress,Yes,Pending,Bank of America,0,0
1283784,Credit card,Unknown,Delinquent account,CA,90201,2015-03-16,2015-03-16,First National Bank of Omaha,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1283880,Consumer loan,Vehicle loan,Problems when you are unable to pay,FL,33179,2015-03-16,2015-03-16,Nissan Motor Acceptance Corporation,In progress,Yes,Pending,Low Count Companies,0,0
1283819,Credit reporting,Unknown,Incorrect information on credit report,ND,58104,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1283806,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",CA,95132,2015-03-16,2015-03-16,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,"Select Portfolio Servicing, Inc",0,0
1283881,Consumer loan,Vehicle loan,Problems when you are unable to pay,FL,33179,2015-03-16,2015-03-16,Mercedes-Benz Financial Services,Closed with explanation,Yes,No,Low Count Companies,0,0
1283920,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,GA,30093,2015-03-16,2015-03-16,"Pinnacle Recovery, Inc.",Closed with explanation,Yes,Yes,Low Count Companies,0,0
1283913,Consumer loan,Vehicle lease,Problems when you are unable to pay,FL,33154,2015-03-16,2015-03-16,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1284333,Credit reporting,Unknown,Incorrect information on credit report,MI,48237,2015-03-16,2015-03-16,TransUnion,Closed with non-monetary relief,Yes,Yes,TransUnion,0,0
1283995,Debt collection,Medical,Improper contact or sharing of info,WA,98115,2015-03-16,2015-03-16,Renton Collections Inc.,Closed with explanation,Yes,Yes,Low Count Companies,0,0
1284095,Credit card,Unknown,Billing statement,CA,94709,2015-03-16,2015-03-16,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,0,0
1284000,Bank account or service,Checking account,Problems caused by my funds being low,PA,19064,2015-03-16,2015-03-18,Santander Bank US,In progress,Yes,Pending,Santander Bank US,2,0
1284115,Credit card,Unknown,Other,OH,43702,2015-03-16,2015-03-16,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,0,0
1284284,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",NJ,08059,2015-03-16,2015-03-16,Santander Bank US,In progress,Yes,Pending,Santander Bank US,0,0
1284197,Debt collection,Medical,Cont'd attempts collect debt not owed,PA,18102,2015-03-16,2015-03-16,"Professional Medical Management, Inc.",Closed with non-monetary relief,Yes,No,Low Count Companies,0,0
1284165,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",DC,20008,2015-03-16,2015-03-16,"PrimeLending, A PlainsCapital Company",In progress,Yes,Pending,Low Count Companies,0,0
1284230,Consumer loan,Vehicle loan,Managing the loan or lease,NC,27707,2015-03-16,2015-03-16,BB&T Financial,Closed with explanation,Yes,No,BB&T Financial,0,0
1285212,Consumer loan,Vehicle lease,Managing the loan or lease,NH,03290,2015-03-16,2015-03-16,Nissan Motor Acceptance Corporation,In progress,Yes,Pending,Low Count Companies,0,0
1284552,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,32086,2015-03-16,2015-03-16,Transworld Systems Inc.,Closed with explanation,Yes,No,Transworld Systems Inc.,0,0
1284412,Debt collection,"Other (phone, health club, etc.)",Communication tactics,NV,89148,2015-03-16,2015-03-16,"First Service Residential, Nevada, LLC",Closed with explanation,Yes,Yes,Low Count Companies,0,0
1284660,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,TX,77062,2015-03-16,2015-03-16,"Certified Recovery Systems, Inc.",Closed with non-monetary relief,Yes,No,Low Count Companies,0,0
1284638,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,AL,36054,2015-03-16,2015-03-16,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",0,0
1284632,Student loan,Non-federal student loan,Can't repay my loan,MI,49504,2015-03-16,2015-03-16,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,0,0
1284619,Consumer loan,Vehicle loan,Taking out the loan or lease,NC,27519,2015-03-16,2015-03-16,Toyota Motor Credit Corporation,Closed with explanation,Yes,No,Low Count Companies,0,0
1284567,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,95757,2015-03-16,2015-03-16,American Coradius International LLC,Closed with explanation,Yes,No,Low Count Companies,0,0
1285211,Credit reporting,Unknown,Incorrect information on credit report,OK,73189,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1284903,Consumer loan,Vehicle loan,Problems when you are unable to pay,KY,41048,2015-03-16,2015-03-16,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1284692,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,FL,32789,2015-03-16,2015-03-17,"The CMI Group, Inc.",Closed with explanation,Yes,No,Low Count Companies,1,0
1284673,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",KY,40047,2015-03-16,2015-03-16,Citibank,Closed with monetary relief,Yes,No,Citibank,0,0
1284896,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",MD,20602,2015-03-16,2015-03-16,"Bayview Loan Servicing, LLC",In progress,Yes,Pending,"Bayview Loan Servicing, LLC",0,0
1284851,Debt collection,Mortgage,Improper contact or sharing of info,CA,93065,2015-03-16,2015-03-16,"JH Portfolio Debt Equities, LLC",Closed with explanation,Yes,No,Low Count Companies,0,0
1284763,Credit reporting,Unknown,Incorrect information on credit report,GA,30338,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1285160,Bank account or service,Checking account,"Making/receiving payments, sending money",MD,20901,2015-03-16,2015-03-16,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,0,0
1284983,Payday loan,Unknown,Charged bank acct wrong day or amt,NJ,08021,2015-03-16,2015-03-16,ACE Cash Express Inc.,In progress,Yes,Pending,ACE Cash Express Inc.,0,0
1284944,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,WA,99403,2015-03-16,2015-03-16,Arbor Residential Mortgage LLC,In progress,Yes,Pending,Low Count Companies,0,0
1284955,Credit reporting,Unknown,Incorrect information on credit report,FL,33063,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1285144,Consumer loan,Vehicle lease,Managing the loan or lease,NY,11725,2015-03-16,2015-03-16,Nissan Motor Acceptance Corporation,In progress,Yes,Pending,Low Count Companies,0,0
1285040,Consumer loan,Installment loan,Managing the loan or lease,WI,54403,2015-03-16,2015-03-17,"CashCall, Inc.",Closed with explanation,Yes,No,"CashCall, Inc.",1,0
1285106,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",TX,77502,2015-03-16,2015-03-16,Nationstar Mortgage,Closed with explanation,Yes,No,Nationstar Mortgage,0,0
1285061,Payday loan,Unknown,Received a loan I didn't apply for,MO,63012,2015-03-16,2015-03-16,Speedy Cash Holdings,Closed,Yes,No,Low Count Companies,0,0
1286088,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,NY,13440,2015-03-16,2015-03-17,"Mercantile Adjustment Bureau, LLC",Closed with explanation,Yes,No,Low Count Companies,1,0
1283757,Consumer loan,Vehicle loan,Managing the loan or lease,TX,77373,2015-03-16,2015-03-16,Ally Financial Inc.,In progress,Yes,Pending,Ally Financial Inc.,0,0
1285383,Credit reporting,Unknown,Incorrect information on credit report,TX,75169,2015-03-16,2015-03-16,"On-Site Manager, Inc.",Closed with non-monetary relief,Yes,No,Low Count Companies,0,0
1285237,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,IL,60620,2015-03-16,2015-03-16,"Contract Callers, Inc.",Closed,Yes,No,Low Count Companies,0,0
1285289,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",CA,95376,2015-03-16,2015-03-16,Ocwen,Closed with explanation,Yes,No,Ocwen,0,0
1285841,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,MI,48188,2015-03-16,2015-03-16,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1285463,Credit reporting,Unknown,Credit reporting company's investigation,TX,77362,2015-03-16,2015-03-16,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1285447,Bank account or service,Savings account,"Account opening, closing, or management",NC,28208,2015-03-16,2015-03-16,"FNIS (Fidelity National Information Services, Inc.)",In progress,Yes,Pending,"FNIS (Fidelity National Information Services, Inc.)",0,0
1285435,Student loan,Non-federal student loan,Can't repay my loan,TX,78251,2015-03-16,2015-03-16,Wells Fargo,Closed with explanation,Yes,No,Wells Fargo,0,0
1285840,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,PA,17202,2015-03-16,2015-03-16,"Convergent Resources, Inc.",Closed with explanation,Yes,No,"Convergent Resources, Inc.",0,0
1285573,Money transfers,Domestic (US) money transfer,Other service issues,TN,38141,2015-03-16,2015-03-16,MoneyGram,In progress,Yes,Pending,MoneyGram,0,0
1285480,Bank account or service,Savings account,"Account opening, closing, or management",NY,12015,2015-03-16,2015-03-17,First Niagara Bank,In progress,Yes,Pending,Low Count Companies,1,0
1285560,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,ME,04605,2015-03-16,2015-03-16,"Southwest Credit Systems, L.P.",In progress,Yes,Pending,Low Count Companies,0,0
1286087,Money transfers,International money transfer,Money was not available when promised,TN,37087,2015-03-16,2015-03-17,Xoom,Closed with explanation,Yes,No,Low Count Companies,1,0
1286053,Bank account or service,Checking account,Deposits and withdrawals,CA,95624,2015-03-16,2015-03-16,Wells Fargo,Closed with explanation,Yes,Yes,Wells Fargo,0,0
1284366,Payday loan,Unknown,Charged fees or interest I didn't expect,MO,64052,2015-03-16,2015-03-16,Speedy Cash Holdings,Closed with explanation,Yes,No,Low Count Companies,0,0
1286082,Bank account or service,Checking account,Deposits and withdrawals,TX,75006,2015-03-16,2015-03-17,JPMorgan Chase,Closed with explanation,Yes,No,JPMorgan Chase,1,0
1286132,Credit reporting,Unknown,Incorrect information on credit report,IN,47872,2015-03-16,2015-03-17,TransUnion,Closed with non-monetary relief,Yes,No,TransUnion,1,0
1286079,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CT,06478,2015-03-16,2015-03-17,"CCS Financial Services, Inc.",Closed with explanation,Yes,No,"CCS Financial Services, Inc.",1,0
1286076,Debt collection,Credit card,Cont'd attempts collect debt not owed,TX,78501,2015-03-16,2015-03-17,"Asta Funding, Inc",Closed with explanation,Yes,Yes,Low Count Companies,1,0
1286078,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",NJ,08016,2015-03-16,2015-03-17,Aurora Financial Group Inc.,Closed with explanation,Yes,No,Low Count Companies,1,0
1283561,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,PA,18840,2015-03-15,2015-03-17,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,2,0
1283468,Credit reporting,Unknown,Incorrect information on credit report,TN,37160,2015-03-15,2015-03-15,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,No,"FNIS (Fidelity National Information Services, Inc.)",0,0
1283462,Credit reporting,Unknown,Incorrect information on credit report,PA,19124,2015-03-15,2015-03-15,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1283463,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CT,06513,2015-03-15,2015-03-15,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",0,0
1283492,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,CA,90249,2015-03-15,2015-03-15,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",0,0
1283484,Credit reporting,Unknown,Incorrect information on credit report,GA,31313,2015-03-15,2015-03-15,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1283476,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,NJ,07018,2015-03-15,2015-03-15,Transworld Systems Inc.,In progress,Yes,Pending,Transworld Systems Inc.,0,0
1283470,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,GA,30333,2015-03-15,2015-03-15,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,No,"Enhanced Recovery Company, LLC",0,0
1283531,Credit reporting,Unknown,Incorrect information on credit report,NY,13044,2015-03-15,2015-03-15,Equifax,Closed with explanation,Yes,No,Equifax,0,0
1283672,Credit reporting,Unknown,Incorrect information on credit report,CO,80016,2015-03-15,2015-03-15,TransUnion,Closed with explanation,Yes,No,TransUnion,0,0
1283560,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",OK,74112,2015-03-15,2015-03-15,"Green Tree Servicing, LLC",Closed with explanation,Yes,No,"Green Tree Servicing, LLC",0,0
1283586,Credit reporting,Unknown,Unable to get credit report/credit score,FL,34481,2015-03-15,2015-03-15,Equifax,Closed with explanation,Yes,No,Equifax,0,0
